Case Nr,Case Record Type,Subject,Age in Days,Case Origin,Potential Liability,Case Reason,Status,First Contact Resolution,Priority,CSAT
CN-0001166,CSAT,CN-0001166 - Equipment Complexity - Phone,40,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-1200
CN-0001167,CSAT,CN-0001167 - Equipment Complexity - Phone,30,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-1200
CN-0001168,CSAT,CN-0001168 - Installation - Phone,22,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001169,CSAT,CN-0001169 - Installation - Phone,23,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0001170,CSAT,CN-0001170 - Equipment Complexity - Phone,1,Phone,TRUE,Equipment Complexity,New,TRUE,Low,-1800
CN-0001171,CSAT,CN-0001171 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001172,CSAT,CN-0001172 - Equipment Complexity - Chat,9,Chat,FALSE,Equipment Complexity,New,FALSE,Low,7200
CN-0001173,CSAT,CN-0001173 - Equipment Complexity - Phone,2,Phone,FALSE,Equipment Complexity,New,FALSE,Low,2400
CN-0001174,CSAT,CN-0001174 - Installation - Phone,36,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001175,CSAT,CN-0001175 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001176,CSAT,CN-0001176 - Equipment Complexity - Phone,24,Phone,TRUE,Equipment Complexity,Working,TRUE,High,-2250
CN-0001177,CSAT,CN-0001177 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0001178,CSAT,CN-0001178 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001179,CSAT,CN-0001179 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001180,CSAT,CN-0001180 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001181,CSAT,CN-0001181 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0001182,CSAT,CN-0001182 - Equipment Complexity - Phone,53,Phone,TRUE,Equipment Complexity,New,TRUE,High,-2700
CN-0001183,CSAT,CN-0001183 - Installation - Phone,36,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001184,CSAT,CN-0001184 - Installation - Phone,26,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001185,CSAT,CN-0001185 - Equipment Complexity - Chat,1,Chat,FALSE,Equipment Complexity,Closed,FALSE,Medium,21600
CN-0001186,CSAT,CN-0001186 - Equipment Design - Chat,30,Chat,TRUE,Equipment Design,Working,TRUE,Low,-2700
CN-0001187,CSAT,CN-0001187 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001188,CSAT,CN-0001188 - Installation - Phone,29,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001189,CSAT,CN-0001189 - Installation - Phone,32,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001190,CSAT,CN-0001190 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Medium,-1800
CN-0001191,CSAT,CN-0001191 - Installation - Phone,43,Phone,TRUE,Installation,New,TRUE,Medium,-1200
CN-0001192,CSAT,CN-0001192 - Installation - Phone,24,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001193,CSAT,CN-0001193 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001194,CSAT,CN-0001194 - Equipment Complexity - Phone,64,Phone,FALSE,Equipment Complexity,New,FALSE,High,3600
CN-0001195,CSAT,CN-0001195 - Equipment Complexity - Phone,30,Phone,TRUE,Equipment Complexity,Closed,TRUE,High,-5400
CN-0001196,CSAT,CN-0001196 - Installation - Phone,1,Phone,TRUE,Installation,New,TRUE,Low,-900
CN-0001197,CSAT,CN-0001197 - Equipment Complexity - Phone,55,Phone,TRUE,Equipment Complexity,New,TRUE,High,-2700
CN-0001198,CSAT,CN-0001198 - Equipment Complexity - Phone,45,Phone,FALSE,Equipment Complexity,Working,FALSE,Low,800
CN-0001199,CSAT,CN-0001199 - Installation - Phone,18,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001200,CSAT,CN-0001200 - Installation - Chat,22,Chat,TRUE,Installation,Working,TRUE,Low,-1125
CN-0001201,CSAT,CN-0001201 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001202,CSAT,CN-0001202 - Installation - Email,37,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001203,CSAT,CN-0001203 - Installation - Chat,55,Chat,FALSE,Installation,Working,FALSE,High,2700
CN-0001204,CSAT,CN-0001204 - Installation - Email,17,Email,FALSE,Installation,Working,FALSE,Low,1000
CN-0001205,CSAT,CN-0001205 - Equipment Complexity - Chat,57,Chat,TRUE,Equipment Complexity,Working,TRUE,High,-4050
CN-0001206,CSAT,CN-0001206 - Installation - Phone,19,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001207,CSAT,CN-0001207 - Installation - Phone,27,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001208,CSAT,CN-0001208 - Equipment Design - Phone,22,Phone,TRUE,Equipment Design,Working,TRUE,Medium,-2250
CN-0001209,CSAT,CN-0001209 - Installation - Phone,26,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001210,CSAT,CN-0001210 - Installation - Chat,25,Chat,TRUE,Installation,Working,TRUE,Low,-1125
CN-0001211,CSAT,CN-0001211 - Installation - Phone,26,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001212,CSAT,CN-0001212 - Installation - Phone,33,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001213,CSAT,CN-0001213 - Installation - Phone,39,Phone,FALSE,Installation,Working,FALSE,High,1200
CN-0001214,CSAT,CN-0001214 - Installation - Phone,23,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001215,CSAT,CN-0001215 - Equipment Design - Phone,12,Phone,FALSE,Equipment Design,New,FALSE,Medium,6000
CN-0001216,CSAT,CN-0001216 - Installation - Chat,46,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0001217,CSAT,CN-0001217 - Equipment Complexity - Phone,29,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-1500
CN-0001218,CSAT,CN-0001218 - Installation - Phone,21,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001219,CSAT,CN-0001219 - Installation - Phone,48,Phone,FALSE,Installation,Closed,FALSE,Medium,2400
CN-0001220,CSAT,CN-0001220 - Installation - Chat,39,Chat,TRUE,Installation,Working,TRUE,High,-2700
CN-0001221,CSAT,CN-0001221 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0001222,CSAT,CN-0001222 - Equipment Complexity - Chat,19,Chat,FALSE,Equipment Complexity,New,FALSE,Low,6000
CN-0001223,CSAT,CN-0001223 - Installation - Phone,27,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001224,CSAT,CN-0001224 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001225,CSAT,CN-0001225 - Installation - Phone,32,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0001226,CSAT,CN-0001226 - Installation - Chat,39,Chat,TRUE,Installation,Closed,TRUE,Low,-2700
CN-0001227,CSAT,CN-0001227 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001228,CSAT,CN-0001228 - Installation - Chat,30,Chat,TRUE,Installation,Working,TRUE,Low,-900
CN-0001229,CSAT,CN-0001229 - Installation - Phone,18,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001230,CSAT,CN-0001230 - Installation - Phone,32,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001231,CSAT,CN-0001231 - Equipment Complexity - Phone,30,Phone,TRUE,Equipment Complexity,On Hold,TRUE,Low,-6000
CN-0001232,CSAT,CN-0001232 - Installation - Chat,58,Chat,FALSE,Installation,New,FALSE,High,5400
CN-0001233,CSAT,CN-0001233 - Equipment Complexity - Phone,30,Phone,TRUE,Equipment Complexity,New,TRUE,Low,-1200
CN-0001234,CSAT,CN-0001234 - Installation - Phone,16,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0001235,CSAT,CN-0001235 - Installation - Phone,26,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001236,CSAT,CN-0001236 - Installation - Chat,38,Chat,FALSE,Installation,Working,FALSE,Low,1200
CN-0001237,CSAT,CN-0001237 - Installation - Phone,24,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001238,CSAT,CN-0001238 - Installation - Phone,31,Phone,FALSE,Installation,Working,FALSE,Medium,800
CN-0001239,CSAT,CN-0001239 - Installation - Chat,45,Chat,FALSE,Installation,New,FALSE,High,7200
CN-0001240,CSAT,CN-0001240 - Installation - Phone,25,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001241,CSAT,CN-0001241 - Installation - Phone,18,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001242,CSAT,CN-0001242 - Equipment Complexity - Phone,49,Phone,TRUE,Equipment Complexity,Closed,TRUE,Medium,-3600
CN-0001243,CSAT,CN-0001243 - Equipment Complexity - Phone,0,Phone,FALSE,Equipment Complexity,Closed,FALSE,Low,600
CN-0001244,CSAT,CN-0001244 - Installation - Phone,50,Phone,TRUE,Installation,Working,TRUE,High,-675
CN-0001245,CSAT,CN-0001245 - Equipment Design - Phone,59,Phone,FALSE,Equipment Design,Working,FALSE,High,2700
CN-0001246,CSAT,CN-0001246 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001247,CSAT,CN-0001247 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0001248,CSAT,CN-0001248 - Equipment Complexity - Phone,30,Phone,FALSE,Equipment Complexity,Working,FALSE,Low,800
CN-0001249,CSAT,CN-0001249 - Other - Phone,15,Phone,TRUE,Other,Closed,TRUE,Low,-10125
CN-0001250,CSAT,CN-0001250 - Equipment Complexity - Chat,24,Chat,FALSE,Equipment Complexity,New,FALSE,Medium,12000
CN-0001251,CSAT,CN-0001251 - Installation - Phone,31,Phone,FALSE,Installation,Working,FALSE,Medium,800
CN-0001252,CSAT,CN-0001252 - Installation - Phone,27,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001253,CSAT,CN-0001253 - Equipment Complexity - Chat,25,Chat,FALSE,Equipment Complexity,Working,FALSE,High,9000
CN-0001254,CSAT,CN-0001254 - Equipment Complexity - Phone,30,Phone,FALSE,Equipment Complexity,On Hold,FALSE,Low,8000
CN-0001255,CSAT,CN-0001255 - Equipment Complexity - Chat,30,Chat,TRUE,Equipment Complexity,Working,TRUE,Low,-1800
CN-0001256,CSAT,CN-0001256 - Installation - Phone,22,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0001257,CSAT,CN-0001257 - Installation - Chat,45,Chat,FALSE,Installation,New,FALSE,High,7200
CN-0001258,CSAT,CN-0001258 - Installation - Chat,29,Chat,TRUE,Installation,Working,TRUE,Medium,-2250
CN-0001259,CSAT,CN-0001259 - Equipment Complexity - Phone,21,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-1500
CN-0001260,CSAT,CN-0001260 - Installation - Chat,31,Chat,FALSE,Installation,Working,FALSE,High,3600
CN-0001261,CSAT,CN-0001261 - Installation - Phone,49,Phone,TRUE,Installation,Working,TRUE,High,-900
CN-0001262,CSAT,CN-0001262 - Installation - Phone,44,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0001263,CSAT,CN-0001263 - Equipment Complexity - Phone,54,Phone,FALSE,Equipment Complexity,New,FALSE,High,3600
CN-0001264,CSAT,CN-0001264 - Installation - Chat,45,Chat,FALSE,Installation,Working,FALSE,High,3600
CN-0001265,CSAT,CN-0001265 - Equipment Design - Phone,22,Phone,FALSE,Equipment Design,Working,FALSE,Low,1500
CN-0001266,CSAT,CN-0001266 - Installation - Phone,21,Phone,TRUE,Installation,Working,TRUE,Medium,-750
CN-0001267,CSAT,CN-0001267 - Installation - Phone,55,Phone,TRUE,Installation,Working,TRUE,High,-675
CN-0001268,CSAT,CN-0001268 - Breakdown - Phone,5,Phone,TRUE,Breakdown,Closed,TRUE,Low,-6750
CN-0001269,CSAT,CN-0001269 - Installation - Email,30,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0001270,CSAT,CN-0001270 - Installation - Email,26,Email,TRUE,Installation,Working,TRUE,Low,-750
CN-0001271,CSAT,CN-0001271 - Installation - Phone,30,Phone,FALSE,Installation,Working,FALSE,Low,400
CN-0001272,CSAT,CN-0001272 - Equipment Complexity - Phone,19,Phone,FALSE,Equipment Complexity,Working,FALSE,Low,1000
CN-0001273,CSAT,CN-0001273 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0001274,CSAT,CN-0001274 - Equipment Complexity - Phone,24,Phone,FALSE,Equipment Complexity,Closed,FALSE,Medium,6000
CN-0001275,CSAT,CN-0001275 - Installation - Phone,24,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001276,CSAT,CN-0001276 - Installation - Phone,57,Phone,TRUE,Installation,Working,TRUE,Medium,-450
CN-0001277,CSAT,CN-0001277 - Installation - Email,21,Email,TRUE,Installation,Working,TRUE,Low,-750
CN-0001278,CSAT,CN-0001278 - Performance - Phone,6,Phone,TRUE,Performance,New,TRUE,Low,-3600
CN-0001279,CSAT,CN-0001279 - Installation - Phone,23,Phone,TRUE,Installation,Working,TRUE,High,-1125
CN-0001280,CSAT,CN-0001280 - Installation - Phone,51,Phone,FALSE,Installation,New,FALSE,High,1800
CN-0001281,CSAT,CN-0001281 - Installation - Phone,13,Phone,TRUE,Installation,Closed,TRUE,Low,-1125
CN-0001282,CSAT,CN-0001282 - Installation - Phone,47,Phone,TRUE,Installation,Working,TRUE,Medium,-600
CN-0001283,CSAT,CN-0001283 - Performance - Phone,29,Phone,TRUE,Performance,New,TRUE,Low,-3000
CN-0001284,CSAT,CN-0001284 - Equipment Complexity - Phone,18,Phone,FALSE,Equipment Complexity,Working,FALSE,High,3000
CN-0001285,CSAT,CN-0001285 - Installation - Email,24,Email,TRUE,Installation,Working,TRUE,Low,-750
CN-0001286,CSAT,CN-0001286 - Equipment Complexity - Chat,48,Chat,FALSE,Equipment Complexity,New,FALSE,High,14400
CN-0001287,CSAT,CN-0001287 - Installation - Phone,22,Phone,TRUE,Installation,Working,TRUE,Low,-375
CN-0001288,CSAT,CN-0001288 - Installation - Email,31,Email,TRUE,Installation,Working,TRUE,Low,-600
CN-0001289,CSAT,CN-0001289 - Installation - Phone,30,Phone,FALSE,Installation,Working,FALSE,High,1200
CN-0001290,CSAT,CN-0001290 - Equipment Complexity - Phone,38,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-1200
CN-0001291,CSAT,CN-0001291 - Installation - Chat,22,Chat,FALSE,Installation,New,FALSE,High,9000
CN-0001292,CSAT,CN-0001292 - Installation - Phone,17,Phone,TRUE,Installation,Working,TRUE,High,-1125
CN-0001293,CSAT,CN-0001293 - Equipment Complexity - Chat,43,Chat,TRUE,Equipment Complexity,Working,TRUE,High,-5400
CN-0001294,CSAT,CN-0001294 - Installation - Chat,20,Chat,TRUE,Installation,Working,TRUE,Medium,-2250
CN-0001295,CSAT,CN-0001295 - Equipment Complexity - Phone,23,Phone,TRUE,Equipment Complexity,Working,TRUE,Medium,-1500
CN-0001296,CSAT,CN-0001296 - Equipment Complexity - Chat,50,Chat,TRUE,Equipment Complexity,New,TRUE,High,-8100
CN-0001297,CSAT,CN-0001297 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001298,CSAT,CN-0001298 - Equipment Complexity - Phone,3,Phone,FALSE,Equipment Complexity,New,FALSE,Low,2400
CN-0001299,CSAT,CN-0001299 - Installation - Email,30,Email,FALSE,Installation,Working,FALSE,Low,800
CN-0001300,CSAT,CN-0001300 - Equipment Complexity - Email,37,Email,FALSE,Equipment Complexity,Working,FALSE,High,4800
CN-0001301,CSAT,CN-0001301 - Installation - Phone,28,Phone,FALSE,Installation,Working,FALSE,Low,500
CN-0001302,CSAT,CN-0001302 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001303,CSAT,CN-0001303 - Installation - Chat,39,Chat,FALSE,Installation,Working,FALSE,High,3600
CN-0001304,CSAT,CN-0001304 - Installation - Phone,39,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001305,CSAT,CN-0001305 - Installation - Phone,30,Phone,TRUE,Installation,Working,TRUE,Low,-300
CN-0001306,CSAT,CN-0001306 - Equipment Complexity - Chat,30,Chat,TRUE,Equipment Complexity,New,TRUE,Low,-3600
